tcgdex_id,name,number,avg1_eur,avg1_usd,updated,run_timestamp,eurusd_rate
swshp-SWSH023,Luxray,SWSH023/107,22,25.70,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH035,Decidueye,SWSH035/107,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH036,Arctozolt,SWSH036/107,12.9,15.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH038,Kangaskhan,SWSH038/107,16.99,19.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH039,Pikachu,SWSH039/107,27,31.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH052,Gengar,SWSH052/107,34,39.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH062,Pikachu VMAX,SWSH062/107,15.5,18.11,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH069,Lugia,SWSH069/107,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH074,Special Delivery Pikachu,SWSH074/107,279.99,327.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH102,Venusaur VMAX,SWSH102/107,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH103,Blastoise VMAX,SWSH103/107,14,16.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH122,Flaaffy,SWSH122/107,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH123,Galarian Articuno,SWSH123/107,65,75.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH125,Galarian Moltres,SWSH125/107,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH139,Pikachu V-UNION,SWSH139/107,15.67,18.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH140,Pikachu V-UNION,SWSH140/107,15.67,18.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH141,Pikachu V-UNION,SWSH141/107,15.67,18.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH142,Pikachu V-UNION,SWSH142/107,15.67,18.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH146,Poké Ball,SWSH146/107,13.5,15.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH153,Pikachu,SWSH153/107,27,31.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH170,Deoxys,SWSH170/107,29.96,35.01,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH177,Special Delivery Bidoof,SWSH177/107,660,771.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH180,Flareon VMAX,SWSH180/107,44.99,52.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH182,Vaporeon VMAX,SWSH182/107,69.95,81.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH184,Jolteon VMAX,SWSH184/107,42,49.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH185,Moltres,SWSH185/107,16.99,19.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH234,Pikachu,SWSH234/107,27,31.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH241,Gengar,SWSH241/107,34,39.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH261,Charizard VMAX,SWSH261/107,38.07,44.48,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH262,Charizard VSTAR,SWSH262/107,41.93,48.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH286,Pikachu VMAX,SWSH286/107,15.5,18.11,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH296,Champions Festival,SWSH296/107,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh11-TG03,Charizard,TG03/196,14.14,16.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12-TG14,Blaziken V,TG14/195,21.66,25.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh9-TG14,Sylveon V,TG14/172,43.99,51.40,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12-TG15,Blaziken VMAX,TG15/195,19.54,22.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh9-TG15,Sylveon VMAX,TG15/172,49.43,57.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh11-TG16,Pikachu V,TG16/196,60.82,71.06,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh11-TG17,Pikachu VMAX,TG17/196,68.3,79.80,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12-TG20,Rayquaza VMAX,TG20/195,77.48,90.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh10-TG20,Galarian Moltres V,TG20/189,14.9,17.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh10-TG21,Zacian V,TG21/189,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12-TG22,Blissey V,TG22/195,13.95,16.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh9-TG22,Umbreon V,TG22/172,46.78,54.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh9-TG23,Umbreon VMAX,TG23/172,76.5,89.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12-TG29,Rayquaza VMAX,TG29/195,77.48,90.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh11-TG29,Pikachu VMAX,TG29/196,68.3,79.80,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh11-TG30,Mew VMAX,TG30/196,13,15.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss3-THREE,Alph Lithograph,THREE/90,99.99,116.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss2-TWO,Alph Lithograph,TWO/95,16.99,19.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY08,Yveltal EX,XY08/211,14.9,17.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY106,Gyarados EX,XY106/211,25.99,30.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY109,Gyarados,XY109/211,25.99,30.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY110,Mew,XY110/211,129.49,151.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY111,Celebi,XY111/211,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY113,Manaphy,XY113/211,33.61,39.27,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY115,Shaymin,XY115/211,48.5,56.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY117,Victini,XY117/211,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY120,Meloetta,XY120/211,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY124,Pikachu EX,XY124/211,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY126,Mew EX,XY126/211,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY127,Moltres,XY127/211,37.89,44.27,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY128,White Kyurem,XY128/211,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY129,Zygarde,XY129/211,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY130,Tyranitar,XY130/211,37.69,44.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY134,Empoleon BREAK,XY134/211,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY136,Noctowl BREAK,XY136/211,16.5,19.28,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY143,Magikarp,XY143/211,18.5,21.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY145,Volcanion,XY145/211,99.79,116.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY148,Shaymin EX,XY148/211,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY150,Yveltal EX,XY150/211,14.9,17.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY152,Zygarde,XY152/211,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY154,Ho-Oh BREAK,XY154/211,99.99,116.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY156,Lugia,XY156/211,18.2,21.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY160,Black Kyurem,XY160/211,29.99,35.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY164,Volcanion,XY164/211,99.79,116.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY169,Garchomp Spirit Link,XY169/211,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY176,Champions Festival,XY176/211,69.95,81.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY180,Arcanine BREAK,XY180/211,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY185,Volcanion,XY185/211,99.79,116.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY187,Celebi,XY187/211,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY188,Shaymin,XY188/211,48.5,56.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY189,Victini,XY189/211,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY190,Manaphy,XY190/211,33.61,39.27,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY192,Mew,XY192/211,129.49,151.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY193,Meloetta,XY193/211,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY202,Pikachu,XY202/211,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY203,Gym Badge,XY203/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY204,Gym Badge,XY204/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY205,Gym Badge,XY205/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY206,Gym Badge,XY206/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY207,Gym Badge,XY207/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY208,Gym Badge,XY208/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY209,Gym Badge,XY209/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY210,Gym Badge,XY210/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY27,Champions Festival,XY27/211,69.95,81.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY34,Metagross EX,XY34/211,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY39,Kingdra,XY39/211,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY43,Diancie EX,XY43/211,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY46,Altaria,XY46/211,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY57,Fearow,XY57/211,74.99,87.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY59,Salamence,XY59/211,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY60,Gyarados,XY60/211,25.99,30.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY66,Rayquaza EX,XY66/211,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY69,Rayquaza EX,XY69/211,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY70,Tyrantrum EX,XY70/211,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY73,Rayquaza EX,XY73/211,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY75,Palkia,XY75/211,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY76,Zekrom,XY76/211,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY77,Dialga,XY77/211,33.44,39.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY78,Latias,XY78/211,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY80,Black Kyurem,XY80/211,29.99,35.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY81,White Kyurem,XY81/211,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY84,Pikachu EX,XY84/211,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY89,Pikachu,XY89/211,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY91,Champions Festival,XY91/211,69.95,81.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY93,Celebi,XY93/211,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY95,Pikachu,XY95/211,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xyp-XY96,Umbreon,XY96/211,45,52.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
